  (0, 40)	0.03143755968958759
  (0, 311)	0.03143755968958759
  (0, 109)	0.03143755968958759
  (0, 362)	0.03143755968958759
  (0, 82)	0.03143755968958759
  (0, 184)	0.03143755968958759
  (0, 193)	0.03143755968958759
  (0, 141)	0.03143755968958759
  (0, 69)	0.03143755968958759
  (0, 244)	0.03143755968958759
  (0, 389)	0.03143755968958759
  (0, 364)	0.03143755968958759
  (0, 176)	0.05322841555211023
  (0, 334)	0.06597524909030573
  (0, 223)	0.05322841555211023
  (0, 177)	0.06597524909030573
  (0, 189)	0.05322841555211023
  (0, 201)	0.05322841555211023
  (0, 292)	0.05322841555211023
  (0, 10)	0.05322841555211023
  (0, 149)	0.05322841555211023
  (0, 140)	0.05322841555211023
  (0, 274)	0.0441843932277831
  (0, 143)	0.05322841555211023
  (0, 247)	0.05322841555211023
  :	:
  (4, 390)	0.058613967334641304
  (4, 333)	0.11722793466928261
  (4, 192)	0.1758419020039239
  (4, 44)	0.058613967334641304
  (4, 67)	0.1758419020039239
  (4, 318)	0.058613967334641304
  (4, 281)	0.058613967334641304
  (4, 291)	0.11722793466928261
  (4, 215)	0.11722793466928261
  (4, 232)	0.058613967334641304
  (4, 325)	0.058613967334641304
  (4, 393)	0.4102977713424891
  (4, 202)	0.1758419020039239
  (4, 276)	0.11722793466928261
  (4, 108)	0.058613967334641304
  (4, 319)	0.058613967334641304
  (4, 137)	0.058613967334641304
  (4, 179)	0.058613967334641304
  (4, 381)	0.058613967334641304
  (4, 253)	0.058613967334641304
  (4, 45)	0.11722793466928261
  (4, 236)	0.058613967334641304
  (4, 383)	0.058613967334641304
  (4, 269)	0.1758419020039239
  (4, 61)	0.1758419020039239
